Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1490320453,KZA7609,NY,PAS,03/08/2023,46,SDN,LEXUS,P,37250,13610,21190,20231011,33,33,33,967422,0033,0000,0940P,,NY,F,700,W 175 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1490527175,KPM4220,NY,PAS,03/11/2023,40,SDN,LEXUS,P,90230,67730,35130,20230915,70,70,70,972692,0070,0000,0510P,,NY,F,312,WEBSTER AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1490531774,KPC8417,NY,PAS,03/03/2023,41,SDN,LEXUS,P,35380,14030,14080,20230719,70,70,70,963356,0070,0000,0955A,,K,F,914,E 13 ST,,0,408,,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
1490679807,KPY3479,NY,PAS,03/07/2023,20,SDN,LEXUS,P,44890,13810,30790,20230720,1,1,1,974836,0001,0000,0248P,0248P,NY,O,372,W BROADWAY,,20230307,408,C,,YYYYYBB,0800A,0600P,BLK,0,2016,-,0,,,,,
1490685455,KKD1228,NY,PAS,01/20/2023,16,SDN,LEXUS,P,31090,10210,10110,20230223,9,9,9,974659,0009,0000,1114P,,NY,F,20,ST MARKS PL,,0,408,K6,,BBBBBBB,ALL,ALL,BLUE,0,2017,-,0,,,,,
1491743451,LYB4181,PA,PAS,03/02/2023,40,SDN,LEXUS,P,35130,19630,13830,0,66,66,66,935767,0066,0000,0918A,,K,F,300,EAST 8TH ST,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1491744273,KME2249,NY,PAS,03/10/2023,14,SDN,LEXUS,P,7080,9480,9530,20230503,66,66,66,968285,0066,0000,0824A,,,F,5800,20TH AVE,,0,408,C,,YYYYYBB,0700A,0400P,,0,0,-,0,,,,,
1490704917,KXXR22,FL,PAS,03/03/2023,14,SDN,LEXUS,P,0,40404,40404,0,6,6,6,975140,0006,0000,0851P,,NY,F,160,BLEECKER,,0,408,C,,BBBBBBB,0600P,0600A,BLK,0,0,-,0,,,,,
1496595075,MDF0437,PA,PAS,03/01/2023,40,SDN,LEXUS,P,14090,56490,39690,0,104,104,104,947152,0104,0000,1020A,,Q,F,72-48,67 PLACE,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1496595385,KMX7195,NY,PAS,03/05/2023,51,SDN,LEXUS,P,13740,43490,12790,20230912,104,104,104,962537,0104,0000,0839P,,Q,F,6129,65 ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2021,-,0,,,,,
1496612796,KRZ2219,NY,PAS,03/03/2023,20,SDN,LEXUS,Y,26630,64830,36480,20230913,71,71,976,101684,0976,0000,0107P,,K,O,450,CLARKSON AVENUE,,0,408,D,,BBBBBBB,0700A,0700P,WHITE,0,0,-,0,,,,,
1490772650,KKZ2557,NY,PAS,02/15/2023,71,SDN,LEXUS,P,55590,63290,26840,20230326,105,105,105,975023,0105,0000,0659P,0655P,Q,F,217-01,MERRICK BLVD,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,2021,-,0,,,,,
1490803300,KME2249,NY,PAS,03/09/2023,14,SDN,LEXUS,P,7080,9480,9530,20230503,66,66,66,964747,0066,0000,0811A,,K,F,5800,20 AVE,,0,408,D,,YYYYYBB,0700A,0400P,BLACK,0,2007,-,0,,,,,
1490805175,KNN2596,NY,PAS,03/08/2023,40,SDN,LEXUS,P,34980,25130,12330,20240516,66,66,66,973288,0066,0000,1058A,,K,F,258,E 4 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2016,-,0,,,,,
1490865550,HJE7447,NY,PAS,03/04/2023,71,SDN,LEXUS,P,49130,28440,73110,20240729,81,81,81,974126,0081,0000,0850P,,K,F,944,HERKIMER ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2019,-,0,,,,,
1490903185,KVX7983,NY,PAS,03/11/2023,46,SDN,LEXUS,P,0,40404,40404,20240316,75,75,75,972426,0075,0000,0858P,2058P,,F,485,VANDALIA,,0,408,D1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1490919168,LXY9566,PA,PAS,03/07/2023,14,SDN,LEXUS,A,0,0,0,0,113,113,642,51801,0642,0000,1035P,,Q,F,,JFKIA,TERMINAL 1 ARRIVALS,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1490919170,KSA9735,NY,PAS,03/07/2023,14,SDN,LEXUS,A,0,40404,40404,20230930,113,113,642,51801,0642,0000,1110P,,Q,F,,TERMINAL 1 JFKIA,,0,408,C,,BBBBBBB,ALL,ALL,,0,1999,-,0,,,,,
1490955010,HWL6255,NY,PAS,03/07/2023,98,SDN,LEXUS,P,0,40404,40404,20231120,48,48,48,988897,0048,0000,0400A,,BX,F,3246,FAIRMOND AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,,
4029021049,LFR3577,PA,PAS,02/28/2023,5,SDN,LEXUS,V,9660,40404,40404,0,,0,0,0,,,0426P,,BK,,,NB UTICA AVE @ AVE D,,0,1111,C,T,,,,,,1999,,0,,BUS LANE VIOLATION,,,
4029152302,LBW5190,PA,PAS,03/09/2023,5,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0808A,,BX,,,NB WEBSTER AVE @ E F,ORDHAM RD,0,1111,C,T,,,,,,2013,,0,,BUS LANE VIOLATION,,,
4029159369,LNC2295,PA,PAS,03/09/2023,5,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0307P,,MN,,,WB E 125TH ST@ MADIS,ON AVE,0,1111,C,T,,,,,,2010,,0,,BUS LANE VIOLATION,,,
4029175480,LHN2329,PA,PAS,03/10/2023,5,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1236P,,BK,,,NB UTICA AVE @ DEAN,ST,0,1111,C,T,,,,,,2009,,0,,BUS LANE VIOLATION,,,
4828647648,LXA1842,PA,PAS,02/21/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0548A,,BK,,,WB PARKSIDE AVE @ PA,RADE PL,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828669760,MBC8171,PA,PAS,02/23/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0456A,,QN,,,SB WOODHAVEN BLVD @,FURMANVILLE AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828712835,LXA1842,PA,PAS,02/24/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1218A,,QN,,,EB LINDEN BLVD @ EME,RALD ST,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828790275,LHC7415,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1205P,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828767113,LGH5547,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0714A,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828832579,LPK8094,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0955P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828910049,LBJ9107,PA,PAS,02/24/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0443P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829003492,MBD3367,PA,PAS,02/25/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0737P,,BX,,,WB BRUCKNER BLVD @ B,ROOK AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828969135,MBE9435,PA,PAS,02/25/2023,36,SDN,LEXUS,V,0,13610,0,0,,0,0,0,,,0932A,,MN,,,NB W 125TH ST @ OLD,BROADWAY,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829015664,KMS5962,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0212A,,MN,,,EB E 22ND ST @ 1ST A,VE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829017892,LGW2434,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0333A,,MN,,,SB FDR DR @ E HOUSTO,N ST,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829159479,LZA7933,PA,PAS,02/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0611A,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829223248,JVE6303,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0245A,,QN,,,WB ASTORIA BLVD @ 81,ST ST,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829228404,LFZ6689,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0724A,,BK,,,SB REMSEN AVE @ DITM,AS AVE,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829231440,LMV6321,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0900A,,BK,,,SB E 80TH ST @ PAERD,EGAT 3RD ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829254828,LMY0268,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0508P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829255092,LMY0268,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0517P,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829257441,LMV6321,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0734P,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829262229,KKP1000,PA,PAS,02/28/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0649A,,MN,,,SB 9TH AVE @ W 28TH,ST,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829347533,JXH8093,PA,PAS,02/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0649P,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829361220,HSK2823,PA,PAS,02/28/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0811P,,MN,,,SB FDR DR @ E HOUSTO,N ST,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829427796,KPJ6511,PA,PAS,03/01/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0534P,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829437870,MBE9435,PA,PAS,03/01/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0929P,,BK,,,EB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4829442232,LGH7248,PA,PAS,03/01/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1053P,,QN,,,SB COLLEGE POINT BLV,D @ 36TH RD,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830360586,LYB8926,PA,PAS,03/08/2023,36,SDN,LEXUS,V,17050,40404,40404,0,,0,0,0,,,0658A,,MN,,,NB BOWERY @ E 3RD ST,,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830361414,LKH0247,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0707A,,MN,,,NB 6TH AVE @ DOWNING,ST,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830362364,LKH0247,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0721A,,MN,,,NB BROADWAY @ W 68TH,ST,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830326372,MBE9435,PA,PAS,03/07/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0130P,,BK,,,WB ATLANTIC AVE @ BR,OOKLYN AVE,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830388973,LTY3593,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0100P,,BX,,,EB CROSS BRONX EXPWY,EXT. @ LAFAYETTE AV,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830390890,MDC9933,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0122P,,QN,,,WB 116TH AVE @ 231ST,ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830414170,LWG0751,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,0707P,,BK,,,SB MILL AVE @ AVE U,,0,1180,B,T,,,,,,1994,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830416373,MBW3120,PA,PAS,03/08/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0824P,,QN,,,WB 133RD AVE @ 121ST,ST,0,1180,B,T,,,,,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830455998,KRC1476,PA,PAS,03/07/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1212A,,BK,,,NB LEWIS AVE @ VERNO,N AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830478172,MBA2408,PA,PAS,03/09/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0357A,,BK,,,NB OCEAN PKWY @ DITM,AS AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830502423,JJV2391,PA,PAS,03/09/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1000A,,BK,,,WB NEPTUNE AVE @ W 1,2TH ST,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830556717,HDP6438,PA,PAS,03/09/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0837P,,QN,,,NB FRANCIS LEWIS BLV,D @ 17TH RD,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830617755,LVV3086,PA,PAS,03/10/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0139P,,BX,,,EB E 222ND ST @ BRUN,ER AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830596995,LVV6380,PA,PAS,03/10/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0900A,,QN,,,NB SAULTELL AVE @ VA,N CLEEF ST,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830606575,KPX7482,PA,PAS,03/10/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1109A,,QN,,,WB 32ND AVE @ 72ND S,T,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830642440,LRA7174,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0257A,,MN,,,NB BROADWAY @ W 167T,H ST,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830643559,LTS6387,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0339A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,,,1998,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830679852,LVZ8638,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0357P,,BX,,,NB WHITE PLAINS RD @,WATSON AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830680362,LZD9362,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0404P,,BX,,,SB BAILEY AVE @ W 22,5TH ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830785548,MBX6903,PA,PAS,03/10/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1138A,,QN,,,EB ROCKAWAY BEACH BL,VD @ WHITE SANDS WAY,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830811330,LZX6573,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0541A,,BK,,,SB CYPRESS HILLS ST,@ JAMAICA AVE,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830869471,MCX9450,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0341A,,BK,,,SB PENNSYLVANIA AVE,@ SCHROEDERS AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830884435,MBP6367,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0755A,,MN,,,WB CANAL ST @ 6TH AV,E,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830886390,LYJ3711,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0816A,,QN,,,NB CROSS BAY BLVD @,149TH AVE,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830859969,MBD8107,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1213A,,BK,,,NB ROGERS AVE @ LENO,X RD,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830862658,LXV0452,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1247A,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830894027,LVZ8638,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0948A,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4830969878,KCR3867,PA,PAS,03/09/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0748A,,BK,,,NB PENNSYLVANIA AVE,@ SUTTER AVE,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831055487,LZA7497,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0438P,,MN,,,SB FDR DR @ E HOUSTO,N ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831028927,MBE9435,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1117A,,BK,,,SB CYPRESS HILLS ST,@ JAMAICA AVE,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831066515,LWM6366,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0828P,,BK,,,WB SEAVIEW AVE @ E 1,04TH ST,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831073003,MBE9435,PA,PAS,03/13/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1258A,,BK,,,EB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831176527,LFT1593,PA,PAS,03/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1009P,,BK,,,EB EASTERN PKWY @ BU,FFALO AVE,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831180208,KZZ3212,PA,PAS,03/12/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1221A,,QN,,,SB WOODHAVEN BLVD @,81ST AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831271688,LXX3003,PA,PAS,03/14/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0756P,,BX,,,WB E 177TH ST @ BRON,X PARK AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831359750,KJZ6891,PA,PAS,03/15/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0632A,,MN,,,NB WEST ST @ WARREN,ST,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831523124,JNV4508,PA,PAS,03/16/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0849A,,BK,,,EB FOSTER AVE @ E 89,TH ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831658960,LJK1483,PA,PAS,03/17/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0717P,,QN,,,SB QUEENS BLVD @ 77T,H AVE,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831633483,MBK2093,PA,PAS,03/17/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1150A,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831681830,LXB6529,PA,PAS,03/18/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0319A,,MN,,,EB W 135TH ST @ 5 AV,E,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831688277,LCW3432,PA,PAS,03/18/2023,36,SDN,LEXUS,V,0,30640,0,0,,0,0,0,,,0623A,,MN,,,SB WEST ST @ W THAME,S ST,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831869661,JJV2391,PA,PAS,03/19/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1105A,,BK,,,WB SHORE PKWY @ BROW,N ST,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831895350,LLF8897,PA,PAS,03/19/2023,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,0355P,,BK,,,NB KINGS HWY @ AVE N,,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4831928665,MBX6903,PA,PAS,03/15/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0159P,,BK,,,NB KNAPP ST @ ALLEN,AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4832031338,LFJ1724,PA,PAS,03/20/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0108A,,QN,,,SB 94TH ST @ 24TH AV,E,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4832034674,LLJ8727,PA,PAS,03/20/2023,36,SDN,LEXUS,V,25645,40404,40404,0,,0,0,0,,,0247A,,QN,,,SB MAIN ST @ 82ND DR,,0,1180,B,T,,,,,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4832164028,KZZ3212,PA,PAS,03/18/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0414P,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4832255927,LPM4210,PA,PAS,03/21/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0227P,,QN,,,WB ATLANTIC AVE @ 10,4TH ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4832206552,MDA3895,PA,PAS,03/19/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0503P,,BK,,,NB TROY AVE @ UNION,ST,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5125887122,LRD4698,PA,PAS,02/17/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0715A,,BK,,,SB OCEAN PKWY @ AVEN,UE I,0,1111,D,T,,,,,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5125868206,LHP3082,PA,PAS,02/15/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1001A,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,0,1111,D,T,,,,,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5125871047,KSG2373,PA,PAS,02/15/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0420P,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
4832683536,LHP3082,PA,PAS,03/24/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0756A,,BK,,,EB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5126029850,MBB1373,PA,PAS,02/25/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1005P,,BK,,,PENNSYLVANIA AVE (S/,B) @ SEAVIEW AVE,0,1111,D,T,,,,,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
